#|Network Id|Vault Name|Vault Address|Strategy Address|Strategy Name|Display Name|Audit|Code Review|Complexity|Longevity|Protocol Safety|Team Knowledge|Testing|Decimal Risk Score|Status|Current TVL|Available TVL|Current Amount|Available Amount
33|10|Velodrome v2 MIM-USDC.e Factory yVault|0x950f384f566b82CCA6380f75AE42E2BBE9B357B2|0x255FcB7a1Fc53C2DEB3274BCCA5dA79d0eaBf098|StrategyVelodromeFactory-sAMMV2-USDC/MIM|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
34|10|Velodrome v2 THALES-WETH Factory yVault|0x45b0a7Dc29B7856A1B5069DB4CfA2A984b69cC41|0xCa9912CAa94162191F1103A0239bd5be52534b96|StrategyVelodromeFactory-vAMMV2-THALES/WETH|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
35|10|Velodrome v2 OP-WETH Factory yVault|0xDdDCAeE873f2D9Df0E18a80709ef2B396d4a6EA5|0x0F83D307A1DF560B13DF25D98F308BE403ba8FF7|StrategyVelodromeFactory-vAMMV2-WETH/OP|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
36|10|Velodrome v2 frxETH-WETH Factory yVault|0xB3532518DACA20Fd14e539B0eD6C0De5C59Fd2DE|0x74B3d347eB1a3a086EEec6d929356FbE26E3F2CA|StrategyVelodromeFactory-sAMMV2-WETH/frxETH|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
37|10|Velodrome v2 USD+-DOLA Factory yVault|0x4F1220f6375e95b43462465972cB2f478Ed34D0b|0xc28687693469c91F5d1Da48E4840e8f0362eACDc|StrategyVelodromeFactory-sAMMV2-USD+/DOLA|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
38|10|Velodrome v2 MAI-DOLA Factory yVault|0x68f2B1db2DA6204489279a8fC681f83728bB9622|0x8fD559dfe1D64508290025e2312ca69eF172dfe3|StrategyVelodromeFactory-sAMMV2-DOLA/MAI|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
39|10|Velodrome v2 OP-VELO Factory yVault|0xC86B70e2C16C5fB5315e4663737E0E077ABFC395|0xe7036Cb72f21b1dFE422Ad79D54b3D611E2Bffa2|StrategyVelodromeFactory-vAMMV2-OP/VELO|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
40|10|Velodrome v2 VELO-USDC.e Factory yVault|0x88B429359665B8685b7431f5A0f6e8C719Bf49Aa|0x2a28720B784cc85791c58A47eAEd3B569292C71F|StrategyVelodromeFactory-vAMMV2-USDC/VELO|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
41|10|Velodrome v2 wstETH-WETH Factory yVault|0x6Ec9d003f0e5184Ee54c1d899B414322a0f0Dc07|0x332AC9e3eAd90E13399AC8EA4168ea27ec132fa9|StrategyVelodromeFactory-vAMMV2-wstETH/WETH|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
42|10|sUSD yVault|0xC328D83883F5F90E1108D4Dd7A18FFcA17Ae74d7|0xffD4E5BB52fb81Ca7aDc1353894d1B7840e87050|Router-yvsUSD-044-045|Yearn Delegate|5|1|2|1|2|5|3|5404395683|Green|4703.36|49995296.64|1434.69|50142615.65
43|10|Velodrome v2 UNLOCK-VELO Factory yVault|0xf5A8aF3C13C0f6c139F58aac8A549100484E0aaD|0x4A3f4DFf2cDe557BaBAe2A7E1f7bd84092840631|StrategyVelodromeFactory-vAMMV2-UNLOCK/VELO|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
44|10|DAI yVault|0xfbef713696465DDab297164c3b6A0122D92A3bAc|0x8651bA8416F97a27147E58423240cc786f5A0D32|Router-yvDAI-044-045|Yearn Delegate|5|1|2|1|2|5|3|5404395683|Green|4703.36|49995296.64|1434.69|50142615.65
45|10|Velodrome v2 wUSDR-USDC.e Factory yVault|0x531fDb1C8429F404116932226D487db94471C4b7|0x5182ec82758feE0bD209e55BEEA2e61286F297C3|StrategyVelodromeFactory-vAMMV2-wUSDR/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
46|10|WETH yVault|0xA628c54C850ff1077b5C954491D19EccE7e321fF|0xBa8D1EFFeC605648024622c8bD7Bb9ab0A489909|Router-yvWETH-044-045|Yearn Delegate|5|1|2|1|2|5|3|5404395683|Green|4703.36|49995296.64|1434.69|50142615.65
47|10|Velodrome v2 RED-OP Factory yVault|0xfA3C6122906f2A2d644409dBB507DB1060D10b3A|0x9F38E7866e1e8F82eBef9433F0131981d281ADec|StrategyVelodromeFactory-vAMMV2-RED/OP|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
48|10|Velodrome v2 ERN-LUSD Factory yVault|0x7bDEA31F968089f93A548ddec8BB74036E8ac6e0|0x3AB17cd58007e18bdBdc429496aDC3FEDA250483|StrategyVelodromeFactory-sAMMV2-LUSD/ERN|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
49|10|USDC yVault|0x4C8b1958B09B3bde714f68864Bcc3a74Eaf1A23D|0x2EBd8C6325591711280f2a735bc189509620349B|Router-yvUSDC-044-045|Yearn Delegate|5|1|2|1|2|5|3|5404395683|Green|4703.36|49995296.64|1434.69|50142615.65
50|10|WBTC yVault|0x0a2f234Ad2e5e9047067904A9D37D0Cd02b80D12|0x140A60Fdee99289921e01ac0eAD73A92C4C97DE2|Router-yvWBTC-044-045|Yearn Delegate|5|1|2|1|2|5|3|5404395683|Green|4703.36|49995296.64|1434.69|50142615.65
51|10|Velodrome v2 TAROT-USDC.e Factory yVault|0x36bAF52bc8A2dB4450500c1a6c78f10F6d0E1C3B|0xC913A5Af4A949B18cde47cAb667347F9aE50f6eb|StrategyVelodromeFactory-vAMMV2-TAROT/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
52|10|Velodrome v2 LDO-wstETH Factory yVault|0x507343bAD3a1ee0B67C3B1712133290DED43980D|0x4276B479E851F76f95312CcE497Dc8fe37F1Befd|StrategyVelodromeFactory-vAMMV2-wstETH/LDO|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
53|10|Velodrome v2 KWENTA-WETH Factory yVault|0x686c125472024bDd3fA74eeb3720B3237541dCDC|0x9723876259A4fe4F2ab5365c4E8d6d969A532999|StrategyVelodromeFactory-vAMMV2-WETH/KWENTA|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
54|10|Velodrome v2 USDC.e-WETH Factory yVault|0xF89FdBBCE1A707061e9d59B8E4387f89798B4d10|0x7f3ED433fbf833748c7Cf8B584812ab1F288cd98|StrategyVelodromeFactory-vAMMV2-WETH/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
55|10|Velodrome v2 TAROT-OP Factory yVault|0xdD76A3C91A358B1093de52Cb82af5EC3282f6f7F|0x313c53037D105FF6142eE7887D2205322AaEAea6|StrategyVelodromeFactory-vAMMV2-TAROT/OP|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
56|10|Velodrome v2 USD+-FRAX Factory yVault|0xb83DBAC6087592328909996A39D138e89E4B0AfE|0x17Ca27b87AC43457D4a32455AA6119b9010B9032|StrategyVelodromeFactory-sAMMV2-FRAX/USD+|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
57|10|Velodrome v2 wTBT-USDC.e Factory yVault|0x05bBAF27429EB35cb3d51a979aCBA69f2F00E66A|0xF467ad93f7016D72cC7F2C657D187a18f7bD69e4|StrategyVelodromeFactory-vAMMV2-USDC/wTBT|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
58|10|Velodrome v2 SONNE-USDC.e Factory yVault|0xB9A14C5C760023801f8c731b4621C99F8ac211D9|0xAcE439A7B6F7fdbD3BB0554006f044d21205Ab3E|StrategyVelodromeFactory-vAMMV2-SONNE/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
59|10|Velodrome v2 USX-USDC.e Factory yVault|0x4e9C59F9b1b13bA7E1Ac4c09B64Df7Fdeff41b03|0xecea68f6F84165C2349a704D3D3339d3D5158180|StrategyVelodromeFactory-sAMMV2-USDC/USX|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
60|10|Velodrome v2 MAI-USDC.e Factory yVault|0x1d49ab5b03268E329fc7d2111E5364e63b36a3cE|0x6d094C2C5D3478a198f89B7f8eD6910DfB8842Ba|StrategyVelodromeFactory-sAMMV2-USDC/MAI|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
61|10|Velodrome v2 BLU-USDC.e Factory yVault|0x83b8391B9efBc5B5A38777fB22A4968c622a405a|0xE95b08F0aeae413f3b40e19CbaE16564c6802509|StrategyVelodromeFactory-vAMMV2-USDC/BLU|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
62|10|Velodrome v2 THALES-USDC.e Factory yVault|0xa31Ad8D355B5223Ad34FD4fD0bC854A68E7D9681|0x2a533D9c6faCC699CF808210544Db43d37E6203e|StrategyVelodromeFactory-vAMMV2-THALES/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
63|10|Velodrome v2 LYRA-USDC.e Factory yVault|0x6657BdB994fC8678f6D709077F30aA0B3249b5c8|0x57030B62dD04E4a2CCCc80E4714778a53ba47A2D|StrategyVelodromeFactory-vAMMV2-LYRA/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
64|10|Velodrome v2 wstETH-OP Factory yVault|0x830cB4AabF786b9349d9701dD8ee073215d95174|0x57926e9cf3d7920aFE774DC1D040CcE0Cd3eD26A|StrategyVelodromeFactory-vAMMV2-wstETH/OP|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
65|10|Velodrome v2 FRAX-DOLA Factory yVault|0x3f14Df340498F3EAA2894BFc19789dD592Dc062D|0x87A06DAAe50cEE4031A9F0dF6a7a5d819Da98c6E|StrategyVelodromeFactory-sAMMV2-FRAX/DOLA|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
66|10|Velodrome v2 OP-USDC.e Factory yVault|0x3AD9566b15AACDd26d8a220cA8635F925EA7a3f6|0xd8177CaBbB13922206cCFEaCAB3060c5fE4Cb06b|StrategyVelodromeFactory-vAMMV2-OP/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
67|10|Velodrome v2 USDT-USDC.e Factory yVault|0x3fb792Fa67cde50A41e20304E4afEf522CF711ee|0xC04924A5A7963cb4a2CaE4b42320A5A355649d2E|StrategyVelodromeFactory-sAMMV2-USDC/USDT|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
68|10|Velodrome v2 USD+-DAI+ Factory yVault|0x78e20312105A85B7fe86dB119CfD5cD8de81FDaA|0x6FE7fDD7142804289a2Ed8D0d4af6fe263852956|StrategyVelodromeFactory-sAMMV2-USD+/DAI+|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
69|10|Velodrome v2 sfrxETH-frxETH Factory yVault|0xc2626aCEdc27cFfB418680d0307C9178955A4743|0x0fB0Ad6eb15A95cf44c8B76d713d4e208347FE47|StrategyVelodromeFactory-sAMMV2-sfrxETH/frxETH|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
70|10|Velodrome v2 DOLA-USDC.e Factory yVault|0x39F60710a27a87332d10E3333c2eFF41EeC911Ee|0x41570EF430D5f507E97403f0De61D35D5Efa60F4|StrategyVelodromeFactory-sAMMV2-USDC/DOLA|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
71|10|Velodrome v2 ERN-DOLA Factory yVault|0x50032bE2b2c7e8A6a6bc241e3aEbef21497A3cF0|0x1b929f270346Efb14636Ce5749c471105E44a0aC|StrategyVelodromeFactory-sAMMV2-DOLA/ERN|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
72|10|Velodrome v2 MAI-alUSD Factory yVault|0xD02Ce9E211279ab3f414ff7A661518f9173780CB|0xAd782AF29Bfb5908CE7305042933EeB8Dfe95f1B|StrategyVelodromeFactory-sAMMV2-alUSD/MAI|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
73|10|Velodrome v2 PERP-USDC.e Factory yVault|0x6F4f01A02e6037AA98d22405fEA4DCAB98D2a8eE|0xeD6f24083D912c55Eb4b3dB2D492BdAc0C83Fad8|StrategyVelodromeFactory-vAMMV2-USDC/PERP|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
74|10|Velodrome v2 QI-USDC.e Factory yVault|0xD402F3c8A999BFE97F8644E80DbD57E2bA7704ae|0x79AB263C0dBEFd8834f7292864aD6d405ba6793a|StrategyVelodromeFactory-vAMMV2-QI/USDC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
75|10|Velodrome v2 alUSD-FRAX Factory yVault|0x9056b19Fde674B5Ad8397e7Ed3E25a1BCCEf0C27|0x1a841021ADE39b75B0900c17072d3D084449b664|StrategyVelodromeFactory-sAMMV2-FRAX/alUSD|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
76|10|Velodrome v2 tBTC-WETH Factory yVault|0x00a2faF97CC2b985B29a0a0eAa6E0D8033Dc0eA1|0x81ebdc2F60Df4d579bC0df8cb86609E885CAC5d3|StrategyVelodromeFactory-vAMMV2-WETH/tBTC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
77|10|Velodrome v2 MAI-FRAX Factory yVault|0x87be630D279Bfd004775C1166F8A488b2ffFA500|0x8a5aa8911442025EF14568DF25c822b4D74D3bB5|StrategyVelodromeFactory-sAMMV2-FRAX/MAI|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
78|10|Velodrome v2 wUSDR-USDC.e Factory yVault|0x43360FDd9546e3e77ac2e6793f53219729743293|0x8eF1637079572d52EE8161C1Fbda8Bd399836FD0|StrategyVelodromeFactory-vAMMV2-USDC/wUSDR|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
79|10|Velodrome v2 EXA-WETH Factory yVault|0xc3439Ba7db7566ed0deF55c179ED9b3bA273A67F|0xd028A40fBe0507678c8A821E038d6eEd90b4675B|StrategyVelodromeFactory-vAMMV2-EXA/WETH|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
80|10|Velodrome v2 alETH-frxETH Factory yVault|0x7e1d451799af57EA5570D1015c342C12a918a30b|0x495838C99A150066a78402cd620910e924c3fD4A|StrategyVelodromeFactory-sAMMV2-alETH/frxETH|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
81|10|Velodrome v2 tBTC-WBTC Factory yVault|0x00Cb8E36A9C40491A39e8bF2864Ed30C1B579860|0x63bdFa16AF506f7e3e80176c282B2c004eE257E6|StrategyVelodromeFactory-sAMMV2-WBTC/tBTC|Velodrome Reinvest|4|3|2|3|4|3|3|4397830243|Yellow|10590200.48|-590200.48|1072507.95|-829.19
